album_name,number_of_artists,artist_followers_total,artist_followers_average,artist_popularity,type,release_date,release_precision,restrictions,total_tracks,total_length_min,avg_popularity,max_popularity,number_of_collabs,Max_popularity_collab,Avg_popularity_collab,number_of_markets,US_market,CA_market,BR_market,CN_market,DE_market,ES_market,SA_market,UK_market,RU_market,MX_markets
Tyler Herro,1,2649299,2649299.0,81.0,single,2020-10-22,day,False,1,2,69.0,69,0,0,0.0,181,True,True,True,False,True,True,True,False,False,True
POPSTAR (feat. Drake),2,77047894,38523947.0,87.0,single,2020-07-17,day,False,1,3,74.0,74,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Spicy (feat. Post Malone),1,4393774,4393774.0,80.0,single,2020-10-21,day,False,1,2,0.0,0,1,87,87.0,0,False,False,False,False,False,False,False,False,False,False
Moonwalking in Calabasas (YG Remix),2,3795453,1897726.5,70.0,single,2020-12-18,day,False,1,3,45.0,45,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Man On The Moon III: The Chosen,1,6116860,6116860.0,81.0,album,2020-12-11,day,False,18,49,57.44444444444445,72,4,82,20.25,183,True,True,True,False,True,True,True,False,False,True
Thats What They All Say,1,2649299,2649299.0,81.0,album,2020-12-11,day,False,15,34,60.33333333333334,73,10,89,8.4,183,True,True,True,False,True,True,True,False,False,True
4 Thangs (feat. Big Sean & Hit-Boy),2,1124354,562177.0,63.5,single,2020-10-30,day,False,1,1,59.0,59,1,77,77.0,183,True,True,True,False,True,True,True,False,False,True
BLAME IT ON BABY (DELUXE),1,10215013,10215013.0,81.0,album,2020-08-04,day,False,24,48,41.75,67,15,87,5.266666666666667,183,True,True,True,False,True,True,True,False,False,True
Nah Nah Nah (feat. DaBaby & 2 Chainz) [Remix],1,18592658,18592658.0,90.0,single,2020-11-13,day,False,1,3,0.0,0,2,81,37.5,0,False,False,False,False,False,False,False,False,False,False
QUARANTINE PACK,1,6628716,6628716.0,74.0,single,2020-11-20,day,False,4,11,45.5,52,4,81,14.0,183,True,True,True,False,True,True,True,False,False,True
Opp Stoppa (feat. 21 Savage),2,14844129,7422064.5,76.5,single,2021-01-22,day,False,1,2,66.0,66,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Scary Hours 2,1,68444543,68444543.0,96.0,single,2021-03-05,day,False,3,11,75.66666666666667,83,2,89,38.0,183,True,True,True,False,True,True,True,False,False,True
Motley Crew,1,38640581,38640581.0,87.0,single,2021-07-09,day,False,1,3,76.0,76,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Donda,1,18592658,18592658.0,90.0,album,2021-08-29,day,False,27,95,1.7037037037037035,20,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
Shang-Chi and The Legend of The Ten Rings: The Album,3,11049863,3683287.666666667,72.33333333333333,album,2021-09-03,day,False,18,53,51.72222222222222,68,32,90,1.6875,182,True,True,True,False,True,True,True,False,False,True
Donda,1,18592658,18592658.0,90.0,album,2021-08-29,day,False,27,95,61.37037037037036,78,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
The Melodic Blue,1,1147039,1147039.0,79.0,album,2021-09-10,day,False,16,45,62.3125,78,4,87,21.75,183,True,True,True,False,True,True,True,False,False,True
Revenge Of The Dreamers III,2,18719666,9359833.0,75.0,album,2019-07-05,day,False,18,53,54.11111111111111,73,59,81,1.0677966101694916,181,True,True,True,False,True,True,True,False,False,True
MIDDLE CHILD,1,18252345,18252345.0,84.0,single,2019-01-23,day,False,1,3,80.0,80,0,0,0.0,178,True,True,True,False,True,True,True,False,False,True
Hot N*gga,1,1371105,1371105.0,59.0,single,2014-07-25,day,False,1,3,72.0,72,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
2014 Forest Hills Drive,1,18252345,18252345.0,84.0,album,2014-12-09,day,False,13,58,67.38461538461539,87,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Twelve Carat Toothache,1,38640581,38640581.0,87.0,album,2022-06-03,day,False,14,39,67.71428571428571,89,6,93,15.5,182,True,True,True,False,True,True,True,False,False,True
