id;song;artist;duration_ms;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;popularity
2orgQRViHvCyCvUzsYzlkl;Six Different Ways;The Cure;198507;778;725;0;-9.925;1;0.0426;0.0255;0.000135;0.0341;715;91.233;13
0eJOaunjmqGKtFBIeHfStH;Talula - The Tornado Mix;Tori Amos;225347;344;0.8;7;-8.615;1;138;682;0.0;379;384;170.421;2
0MLmgEOOMOtGKSNRoMiXb9;What You Need;INXS;215373;696;838;11;-6.156;1;0.0599;104;0.00213;0.2;444;116.032;0
3p1eKtNsj0OjTJAbOjMrzf;"Looking for the Summer - 12"" Remix";Chris Rea;231987;584;684;11;-13.213;0;0.0301;109;175;0.0804;464;95.075;4
4RsCnIp1iJkhqjApL8vVHs;Moon River;Andy Williams;254893;147;0.0868;1;-19.287;1;0.0432;967;0.0593;107;0.0507;68.62;0
3XyLlBk6JWlAHSBlcpE5Kq;"I Want You Around (From ""Rock 'N' Roll Highschool"")";Ramones;184000;0.55;511;2;-7.826;1;0.03;153;0.0;0.2;527;118.333;0
7cn9fAvwqYfSmSzQPj6YqF;Coconuts (Movie Edit);Junior Senior;157240;639;974;0;-2.196;0;0.0779;485;0.0;483;0.79;137.835;0
4EnEgl5fTGHePU5kYWHC6h;Work Is a Four Letter Word (Film Version);Cilla Black;73280;665;492;7;-11.12;0;0.0545;475;0.0;0.0548;704;143.767;0
6XBDQodfs5H7zw6yFxzkhW;Witch Doctor (The Savage);The Shadows;139267;452;811;2;-7.591;1;0.0333;0.0941;935;0.0969;715;161.675;0
1DLDpvzocu7lbr5Kh2NCYG;Circle Sky;The Monkees;151733;557;924;9;-8.558;1;0.0573;0.0902;0.00911;0.0421;792;108.261;0
1rgMJX2eZGJmvQ8FfZnyB9;"Brave Man (From ""Red Garters"")";Ronnie Hawkins;157253;566;144;6;-15.381;1;0.0397;832;6.99e-06;0.0768;342;139.775;0
2N8rpw2SceDp5KvhTAyB0n;O Lucky Man!;Alan Price;140400;0.51;688;2;-9.634;1;0.0345;523;0.0;102;637;134.109;0
6jOM7rPKSPB3md87SM7G2N;We'll Meet Again (VE Day Edit);Vera Lynn;98500;245;0.18;2;-13.504;1;32;791;0.0;0.0847;265;78.048;0
00XC04woi1bo3fV6RdaOi7;Natural Born Bugie;Humble Pie;257667;735;585;9;-13.163;1;0.0394;0.0795;772;0.0925;718;121.639;1
0ZtnK9zca5hsIrhvLVm34R;Buttermilk Boy;Humble Pie;264293;0.28;742;9;-11.507;1;0.0527;0.00766;0.01;0.0952;599;153.69;1
1i6XsmCC3QgUbHOkLfZC51;I'll Go Alone;Humble Pie;237800;295;719;9;-12.47;1;0.0839;0.05;222;222;403;162.25;0
49pbhViipCTkKXQhgB4wnw;As Safe As Yesterday;Humble Pie;370867;298;661;2;-12.456;1;0.0644;0.0236;0.00853;228;578;145.895;1
7rPeEPlJY3CfLZNpyrGKgI;Take Me Back;Humble Pie;296800;622;287;0;-20.219;1;0.0551;0.19;283;0.3;731;159.665;1
21Skz1Ty978tfi8blzuimt;The Sad Bag Of Shaky Jake;Humble Pie;181573;618;0.31;7;-16.222;1;0.0615;302;0.000747;173;0.58;145.671;1
3dHpnob7jSTcgXzrSOH2wa;Big Black Dog;Humble Pie;247200;581;518;9;-13.547;1;0.0406;254;0.00202;0.1;0.86;121.85;1
2YwuL0sxOiHnbETIkXTyvE;Live With Me;Humble Pie;473760;352;402;7;-13.277;0;0.0353;0.0273;0.000279;191;0.54;120.944;1
0nsHCiaIGIc93wk35ZxT1B;One-Eyed Trouse-Snake Rumba;Humble Pie;173000;454;741;2;-10.941;1;47;0.0194;0.0;159;687;122.01;1
46AzA2PNH6VPtw4jacL4Tg;Earth And Water Song;Humble Pie;379440;495;259;2;-14.219;1;0.0326;167;1.04e-05;0.0985;394;136.696;1
4YA8MBJnAEUKYtjg4kkGVE;Red Light Mamma, Red Hot!;Humble Pie;379560;443;0.66;9;-14.132;1;0.0423;0.00501;0.00305;241;647;109.124;1
6rdjfHOWpaXHlJYYXMtb8a;Shine On;Humble Pie;183333;364;445;2;-13.555;1;0.0463;0.0045;5.25e-05;55;443;102.153;1
2bc4nE4IshhDTgVI43usPX;Stone Cold Fever;Humble Pie;252373;381;0.59;9;-12.69;1;0.0505;0.00642;0.0441;383;437;120.72;1
5s1tGzdEb9QfAszHE2vTlf;Rollin' Stone;Humble Pie;360333;437;386;2;-15.494;1;123;0.0278;0.00167;0.0967;456;116.863;0
3yV8m67iAiGo5IcqptiEio;Strange Days;Humble Pie;395867;506;337;10;-16.837;1;0.0379;613;0.0488;132;399;125.581;1
3zzZUKbweoSxxmiRUX9ina;Four Day Creep - Live At The Fillmore / 1971 / Edit;Humble Pie;224533;0.34;677;9;-12.534;1;0.0707;0.00402;0.0536;674;706;123.942;1
3zQp8hZGU65OadiWGEVoFt;I'm Ready;Humble Pie;393667;317;855;2;-9.761;1;0.0808;0.000566;0.0105;968;667;129.005;1
0zpEHJADN19JKjsGHm74z4;I Don't Need No Doctor - Live At The Fillmore / 1971 / Edit;Humble Pie;530507;385;727;2;-10.465;1;0.0525;0.00991;0.00234;943;733;133.605;5
4M7YrCXyVuMmkvxIY0Vnln;Hot 'N' Nasty;Humble Pie;201200;572;476;0;-12.173;1;0.0389;167;0.0742;0.0867;803;130.981;1
1mV8DkpG0iTHOJnoa2Fl6W;C'mon Everybody;Humble Pie;314133;415;647;2;-12.752;1;0.0446;0.0819;0.0278;124;449;119.164;0
0DeoiODmGAsKWwvsNJpVUc;You're So Good For Me;Humble Pie;231040;0.48;311;4;-13.449;1;0.0361;643;0.000203;0.0624;531;133.444;1
7yzgfqc2HrxdRdsoU6JWW6;30 Days In The Hole;Humble Pie;237840;617;524;9;-13.978;1;105;253;9.39e-05;164;817;119.336;1
33PVBQQBno8wkZQbsowRpw;I Wonder;Humble Pie;534133;407;206;7;-18.659;1;0.0447;375;0.28;0.17;208;115.04;0
6AKaBRxSG7NU2uKilgwaKC;Black Coffee;Humble Pie;189400;457;319;7;-14.986;1;0.0853;136;238;441;585;146.154;1
2ESqZhToCb9ZgXfUpU7fKG;I Believe To My Soul;Humble Pie;244667;393;265;0;-13.975;0;0.0592;149;0.00183;0.0996;576;181.954;0
7juKcnY25nLkssQTRzAdxs;Beckton Dumps;Humble Pie;194440;357;528;7;-14.639;1;0.0464;0.00308;163;0.0705;408;179.586;0
4rWtLpFwLjWdTd8j9hj8zA;Thunderbox;Humble Pie;318133;523;663;9;-9.365;1;65;296;0.00038;0.37;556;126.904;1
4BLlTwu6My5YOPsJ6uvTNb;Ninety-Nine Pounds;Humble Pie;166667;771;464;5;-11.714;0;0.0858;553;0.26;239;735;116.52;0
18hVHwmMQFtHif1m59AoSv;Street Rat;Humble Pie;172627;441;721;7;-10.921;1;0.0455;0.00341;0.0135;409;635;129.689;0
4EmXx4wGm6Nm1ckNFbYZVF;Road Hog;Humble Pie;187840;451;0.46;10;-15.396;1;0.0671;123;2.85e-05;167;625;143.323;0
6b7EZu5lybwv2o938aMd8l;Rain;Humble Pie;241907;427;0.57;2;-11.367;1;0.0301;144;0.000838;281;432;79.875;0
19qS1xpa9qFA9ME7A3EHwY;In Your Hands;Daniel Eli;198000;583;678;6;-8.283;0;0.0331;0.00559;0.00128;375;594;120.016;14
4MDMN0CZQnKn3BrsI16CZq;Orion in the Sky;Culture Cutters;177946;588;301;2;-13.391;1;0.0257;897;0.00907;142;316;89.963;3
6TtuGHGYrXnikm1oCgJSST;Instrumental Interjection;Culture Cutters;165512;173;0.15;9;-16.888;1;0.0358;954;0.57;123;187;89.608;3
2zEPRwgJkspiyw3XKXnd5t;Climb That Mountain;Culture Cutters;161724;409;0.13;7;-15.557;0;0.0329;989;931;178;357;79.872;3
0j8pef3O0Sey5FPYFYaYBd;Innocent;Culture Cutters;197538;0.0676;279;11;-15.232;0;0.0432;0.82;817;589;0.0583;73.774;3
0qzQtJAaWz8dJoRl8LmYKa;Truth or Religion;Culture Cutters;208771;0.0625;252;4;-14.935;1;0.0387;923;744;281;0.0476;54.941;3
1JoRSmch0UmyTMQg3AvPyK;Sono;Culture Cutters;191425;308;163;7;-16.887;1;0.0425;978;746;254;171;109.642;3
4PxIJLf8oYV4ltGRJI87MY;Cutting Through the Tape;Culture Cutters;167732;203;169;5;-15.108;0;0.0345;876;893;0.0916;233;66.748;3
3tdPfGzeNKu8Ph1rGhZKS5;Doubting Yourself;Culture Cutters;199314;237;216;0;-15.672;1;0.0327;875;0.71;178;129;89.65;3
0V5ueH26T8jroeXi4qygG2;Remastering Your Life;Culture Cutters;163918;147;152;1;-17.242;1;0.0363;944;646;0.0732;0.0756;79.84;3
4eXpQTIgalhcDDkIJj3awp;To the East;Culture Cutters;190563;147;339;9;-15.541;0;39;825;727;341;115;137.954;3
5COZPJrtFdKWSop1DcCBXu;Booty For Me;King South;164941;781;733;9;-6.052;1;175;0.00242;2.05e-05;316;875;139.999;5
0xwRa6pJ4dDA28GCfjR4VC;Front Door;King South;200763;0.61;682;7;-6.691;0;99;0.00975;0.0;195;772;81.976;5
3pjczOFJtaDMv8wiGT5Q03;Love Ballad;King South;230437;713;314;6;-8.09;0;0.0393;0.000372;5.05e-06;0.0946;547;149.988;12
3jEE05WvS9Btz577wTTHhQ;In My Feelings (Zydeco Edition);Leon Chavis And The Zydeco Flames;211931;675;791;0;-3.679;1;0.0874;0.0355;0.0;0.0729;796;158.113;14
4WmB9g7eGBlBiP3bQTbmDh;Landfall;Finestyle;156336;738;286;4;-11.922;0;421;0.000543;824;113;708;160.041;14
2wWwhNdfgax64QfjGyVsnY;Chains On;Fatty StillKountin;192724;661;615;5;-6.563;1;356;231;0.0;121;639;169.868;3
6dWEBwDP9zQgCASpMMd4j8;1st to 5th;Fatty StillKountin;203113;836;739;1;-5.233;1;294;0.0438;0.0;0.0827;692;144.996;6
3JPLslZ7rNBjph97a3NRbh;Shit Talk;Fatty StillKountin;154667;724;493;10;-11.276;0;345;212;0.0;122;621;86.903;4
4HJHpmjljG5SBxxfvvrh4d;Zip Sum;Fatty StillKountin;174752;711;631;7;-11.377;0;346;0.0278;0.0;113;747;169.989;1
4sNiCX6AJNqq8wM5qkI0ii;Trenches;Fatty StillKountin;184690;797;0.39;1;-11.946;1;529;0.0175;0.0;0.0815;674;130.03;2
5rm51OZZBoxjPBUwtS7sC3;Last Route;Fatty StillKountin;217012;771;561;6;-10.491;0;153;122;0.0;117;656;119.957;1
2i54YMUJsUNz6feDMlpyjY;Kount Up;Fatty StillKountin;185015;799;527;2;-12.117;1;353;102;0.0;45;297;94.971;1
6MIKwMHJ3zFVINKPYpLG6G;Burrito;Fatty StillKountin;154504;843;521;11;-9.179;0;191;262;0.0;107;641;125.028;2
0EuqVYazXRKXu7cCDMFKFH;Un Huh;Fatty StillKountin;187314;751;575;2;-6.506;1;426;154;0.0;306;462;138.937;3
6UyRcpBE74h8uS8zcWqscS;Racks;Fatty StillKountin;195929;788;649;1;-7.478;1;228;354;0.0;192;606;129.922;1
4tJJqM99Ne9YECWNRXFVkC;In Due Time;Fatty StillKountin;193512;593;457;8;-12.909;1;576;0.24;0.0;294;588;110.675;0
0Md9wO6svFT9h0eUiG3jN4;Purge;Fatty StillKountin;208467;825;721;0;-6.487;1;177;0.0147;0.0;0.0919;727;120.018;1
1aq7OuOkcicu7zc9vEo1jj;Snow n the Bluff;Fatty StillKountin;116029;721;0.79;7;-5.722;1;0.13;141;0.0;139;371;99.967;1
2jbYTczz83ahrNXbCEKfFU;Alone;Fatty StillKountin;173232;691;532;9;-10.308;1;376;0.62;0.0;0.0711;594;95.308;0
2l9n69rSclxqKgiWDLlOlz;Message;Fatty StillKountin;295680;711;674;1;-7.274;1;244;0.21;0.0;331;353;90.979;1
4Lb7bw848hqvTctHR394rT;Gold Links;Chuck;149333;737;349;0;-14.391;0;0.2;526;0.000328;158;0.22;135.01;14
2xwcJv7a7nyE5IsTEnvhot;Fire;Mother's Finest;246600;525;0.84;7;-9.039;1;0.0557;111;3.75e-05;0.25;852;160.444;1
4GABdMI4X7yNJkL6sjGWLB;Give You All The Love (Inside Of Me);Mother's Finest;394960;638;738;4;-7.887;0;0.0422;0.0524;0.00414;161;785;91.978;1
0pDYmO3kDUxiWlMYjqKlQq;Baby Love;Mother's Finest;262867;585;766;5;-9.065;1;0.0718;0.0773;3.72e-05;746;0.96;91.739;2
02iFzs0cNtHBehHQjPssg7;Piece Of The Rock;Mother's Finest;204240;705;856;9;-7.778;1;0.0418;0.00545;5.29e-06;142;452;126.744;1
7vmgVqSr73vVWONyM0bhcD;Dis Go Dis Way, Dis Go Dat Way;Mother's Finest;253933;644;875;9;-9.212;0;0.0375;0.0232;0.14;132;0.68;119.467;0
0NvTlrd5S2iczkQtT02aeT;Mickey's Monkey;Mother's Finest;280400;614;909;2;-7.767;1;0.0549;0.000913;0.000965;0.0515;503;90.251;5
5es1H3v51Ow6TtUSQl1NK1;Can't Fight the Feeling;Mother's Finest;241800;0.79;741;0;-7.677;1;0.0535;193;1.55e-05;173;914;105.306;0
0vzKWZdT1PXRFfCt60bZms;Watch My Stylin';Mother's Finest;237467;857;723;4;-7.875;1;0.0377;0.0342;7.12e-05;0.0661;945;126.044;0
1nk3jNePb9tGmboVtDPkOK;Don't Wanna Come Back;Mother's Finest;257133;797;691;7;-10.247;1;0.0326;29;0.0356;0.0949;963;100.043;1
7FbhbTqDbdZtL64ZoBxxWg;Love Changes;Mother's Finest;289227;593;0.46;4;-10.688;0;0.0571;503;0.000497;559;507;71.633;5
0SsRfqQekmaEUto2FbuiKs;Movin' On;Mother's Finest;262093;395;779;7;-8.938;1;0.0744;0.000179;165;173;761;164.602;0
1XOgmxLbIONwqHf5JUKjgI;Evolution;Mother's Finest;228333;573;687;9;-7.805;1;0.0294;0.000479;1.3e-05;184;688;106.512;0
5zz3DSPW1b5sdQcMrronbI;Secret Service;Mother's Finest;255133;735;689;9;-10.016;0;0.0361;0.00909;0.000351;0.0405;961;140.917;2
6jpK6727cH09CjyuLCRJMU;What Kind of Fool;Mother's Finest;221027;617;779;0;-9.42;1;0.0352;0.00518;171;124;743;137.992;2
2Xztsm6ppcCON7g4A8Bm30;Love Me Too;Mother's Finest;241293;739;592;11;-11.762;0;32;161;0.0208;69;648;94.107;2
7v3NIY0gzvUSgOsaEIziMK;Strawberry Fields Forever - Live;Mother's Finest;102840;417;185;2;-11.253;1;0.0288;652;0.0;416;0.2;76.318;1
3g4xkY4EfIaHRpxtfkxGhh;Somebody To Love - Live;Mother's Finest;319600;573;868;1;-8.562;1;0.0754;0.0219;0.00813;976;398;132.709;0
5QKWZFS5ASA5V8uTz8UWYY;Piece Of The Rock - Live;Mother's Finest;306360;0.46;914;9;-7.891;1;0.0697;0.00398;0.08;924;183;136.644;0
3Ze6PDA8J69WjmG00UNQ9e;Fire - Live;Mother's Finest;253067;511;873;5;-11.291;0;0.0608;0.00188;293;989;792;159.112;0
4RAjHps7Emas4wYaRMfRIN;Mickey's Monkey - Live;Mother's Finest;363000;289;0.91;9;-11.084;0;0.13;0.0029;0.0998;0.98;578;187.799;0
2Q5to4a8XhwW3qcEVRrhNV;Give You All The Love - Live;Mother's Finest;390133;529;827;6;-12.635;0;77;0.0189;0.0494;985;325;103.255;0
0u11huz4HFRpn0w5QBmYJ6;Baby Love - Live;Mother's Finest;252027;578;746;0;-12.054;1;0.0698;104;0.00043;594;679;97.177;0
5TMi6XV46PnhfWbIrdwoaI;Love Changes - Live;Mother's Finest;319107;524;522;0;-13.309;1;0.0885;344;0.000238;977;566;144.221;1
6FGERDdeNGt9UKPmV0pfFq;Don't Wanna Come Back - Live;Mother's Finest;209093;636;899;9;-13.756;0;0.0348;0.0156;0.0793;684;647;116.372;0
36yO5TKzBMK9SlZdsj99JH;Into It;Q Da Fool;209003;768;0.56;2;-7.695;1;434;0.0759;0.0;295;314;114.813;14
6LF9CW7Ym1I6fGdrbTrePP;Home Run;Chuck;152000;786;398;8;-8.808;1;209;396;0.000596;194;108;119.963;14
7aIsSdAFcmxXfaxLEmvScm;Vintage Grapes;Dan Griffith;156000;633;173;4;-15.538;1;0.0386;817;821;103;365;120.3;14
3Tp2gQ2Ng4LUl0d6agoPpZ;Glorious;Chuck;164308;779;0.26;6;-15.023;0;102;223;0.000161;197;316;130.065;14
6phEloiNt961Ny4xoxffOr;Calmer Heads Will Prevail;John Van Ness;311522;527;385;9;-12.483;1;0.0351;0.0851;867;0.19;0.32;79.633;3
232tFKBwnRhEKNOMisKUbT;Red Flag White Flag;John Van Ness;199860;664;619;1;-7.587;1;0.0431;0.00556;9.54e-06;0.0815;647;106.069;3
5hdq3iBAOhr1uAH6A1T5SD;Clarity;John Van Ness;239586;0.57;529;11;-7.973;0;0.0363;0.000337;0.0;0.0917;434;82.151;3
7bGBpGKS7WGNYj95PbPVRf;Rest the of the Night;John Van Ness;234057;394;571;9;-9.6;0;0.0377;0.00684;0.12;286;307;167.98;3
055UhfKitZbiYSWG6PcRex;Magic;John Van Ness;260232;514;362;2;-10.772;1;28;0.0395;0.0119;369;375;78.108;3
7GaUC5gtq4QkQw9MzaNCip;Chasing a Dream;John Van Ness;219062;733;502;7;-10.092;0;105;498;871;0.0801;559;73.977;3
7iUOOcjVgNv43lsq9Ba6pd;A New Reason;John Van Ness;287742;402;643;3;-9.406;1;0.0474;0.00911;0.00458;0.19;327;172.239;3
14Iaj06Egb6dC1MomvjNNf;Another Heartache;John Van Ness;256638;578;565;11;-7.043;0;0.0391;0.0039;0.0;123;226;105.992;3
3hyHWX8IGUBjnQ2M0P9gvK;Fault Lines (No Commentary);John Van Ness;222540;357;0.54;11;-9.82;0;0.0948;0.000566;0.00335;101;516;153.154;0
3f5npOVz5l3PN9bBiHQQf0;Tremors;John Van Ness;50155;383;603;11;-11.245;0;0.0509;1.13e-05;897;119;523;151.889;0
5zHierokhBmZTy2lsjTFBa;Fly Gently;John Van Ness;145636;0.54;506;2;-7.449;1;0.0315;653;0.000589;0.18;423;72.945;3
43jWYGluhLpkTPOq41ClG5;Healing;John Van Ness;138855;493;217;7;-14.236;1;0.0337;0.0812;935;133;167;78.037;3
6riJI4acUKofH6tuBUBfaM;Maybe Tomorrow (Alternative Mix);John Van Ness;225324;0.45;348;0;-9.807;1;0.0266;142;0.0;0.0861;331;93.968;3
696JoWgCrpkVfsePN9bgFT;Foresight;Giano;54133;319;106;0;-25.116;0;0.0385;343;393;149;123;89.792;3
2gJduSoXjY9YbgBfO7NxFE;Salute (DnB Mix);Giano;247493;336;619;8;-9.277;1;0.0876;0.00742;1.65e-06;104;36;84.109;3
4b6tM3QzpO5Nb9Uxg4hRgw;Fantastic (feat. S1);Giano;235960;0.74;803;11;-5.261;0;224;0.0117;3.22e-06;298;759;110.558;3
5eMMi9XrNyevxbf56unqfh;Prélude to a Love Song (feat. Sinuous, Gayla, & Lyle Simpson);Giano;246267;761;0.66;8;-9.06;1;234;0.0921;0.0;131;776;91.022;3
45hPpqlDpvJwmCu7HUOXe9;Spirit vs. Flesh (feat. Sivion & Brenda Bailey) [Sim City Mix by S1];Giano;267493;0.49;746;8;-8.501;1;348;0.0805;0.0;0.0436;223;87.976;3
3uUI0QrLVnzAW3oyY5XND4;Fusion, Fellowship, Fission (feat. Brenda Bailey, Gayla, & Calista Thomas) [Ethereal Mix];Giano;233773;395;727;8;-8.54;0;365;254;1.16e-06;112;394;90.709;3
2gCUmx5OyyCOsDMJytpKyH;We Need (feat. Brenda Bailey & Rone-iff Carr) [Nouveau Mix];Giano;260587;606;736;6;-7.813;0;178;0.0848;2.88e-06;257;549;90.003;3
4uWZuSrgs3veI9AgXF7ZHR;Faux Interlude;Giano;168692;593;815;6;-6.812;0;318;0.0094;0.0;261;0.9;91.325;3
5b82nnF75ZuO2JKhc8gnJu;No More (feat. J-Griff, Eric Cross, & Gayla);Giano;268200;574;681;7;-7.641;0;363;62;0.0;0.0904;265;90.677;3
4R8935OOKx8iQ9677G8x2t;Fantastic (NrG Mix);Giano;255024;648;754;6;-8.868;1;352;71;0.0;149;566;117.622;3
2ZA6bI85TjU6fUya89K6Ep;Salute;Giano;174752;356;895;1;-6.674;1;455;0.06;0.0;324;517;176.239;3
35zrFqiJsg8aWmDb1LZz0v;Swanee River - Remastered;The Dave Brubeck Quartet;355547;585;259;5;-21.113;1;0.0515;267;174;129;699;95.39;3
1F9cbVqwQJddm71SDM6vrp;The Lonesome Road - Remastered;The Dave Brubeck Quartet;460827;523;0.13;5;-20.939;0;0.0524;0.3;0.00654;105;148;101.236;3
43VcBug9WGI8qHR6A3U38l;Georgia on My Mind - Remastered;The Dave Brubeck Quartet;399093;602;0.0283;10;-24.476;0;0.0393;875;0.00538;0.0716;0.0992;62.388;7
0WYobDE4fBVVP73pWtAcK3;Camptown Races - Remastered;The Dave Brubeck Quartet;117213;521;328;8;-19.954;1;0.0476;278;582;108;556;134.735;3
5T5OX8RDV30wNmy4yGccjg;Camptown Races - Remastered;The Dave Brubeck Quartet;128440;0.66;285;8;-20.353;1;0.0425;239;549;109;833;137.126;2
0FbIkslswIK0wZXCJBSUjV;Short'nin' Bread - Remastered;The Dave Brubeck Quartet;149667;554;0.47;5;-18.423;1;0.05;163;749;0.0868;0.51;124.89;2
3acy2XukjoD6ZpWJJi48Aw;Basin Street Blues - Remastered;The Dave Brubeck Quartet;272480;705;171;5;-18.144;1;0.0445;476;0.00177;162;515;137.44;3
6Ytv9VHZp81oND64Mw4N32;Ol' Man River - Remastered;The Dave Brubeck Quartet;148680;414;143;10;-26.313;0;0.0399;508;937;0.11;0.34;133.227;2
0PLtLE7JI2L3BK2fFXtlMw;Gone With the Wind - Remastered;The Dave Brubeck Quartet;386267;618;269;8;-17.504;1;0.0396;119;6.11e-05;0.0937;683;113.696;3
3yztr4kpM7F0UCSAifL6vS;Halloween - Instrumental;Finestyle;123286;806;316;5;-11.57;1;0.0331;0.0348;882;0.0834;576;124.991;14
59pfHC71BQzs5ZCHWcrul8;Chinese Blues;Travis;224667;526;626;0;-7.534;0;0.0257;0.0425;0.0158;264;413;105.198;4
3hzFZgLvwHPyjd7Lek5tpz;J. Smith;Travis;187320;439;414;0;-9.492;0;0.0448;19;0.0149;0.0587;0.45;119.817;3
3QcJWweaglaNzRTkWFWAER;Something Anything;Travis;141720;538;815;11;-5.574;0;0.0726;129;6.11e-06;325;785;114.578;4
38ZbUMLc5BSx95kqxsLhdc;Long Way Down;Travis;156627;516;736;11;-7.157;0;0.0544;0.00276;0.0;0.0792;691;123.149;3
2U2mwXBEPb25H6I8AdOrP1;Broken Mirror;Travis;189133;494;514;0;-9.843;1;0.0254;0.00451;0.000489;107;507;96.968;2
3i1j9RBLS5fhwjXKwkisup;Last Words;Travis;249467;406;694;0;-7.505;1;0.0447;0.0117;0.00264;0.0941;816;78.489;3
5rcJDEh1YnR7TYGpcN7Ltk;Quite Free;Travis;238267;428;799;11;-6.91;0;0.0344;0.0152;0.0;146;514;129.82;2
7aSnTC7qj0dJJrEz2xY709;Get Up;Travis;190480;617;811;2;-7.714;1;0.0481;59;0.000867;159;735;90.11;2
2kyvbGzQ6dqI4GBDmiVHBS;Friends;Travis;201907;587;565;9;-7.809;0;0.0271;0.0168;0.0;179;482;113.444;2
1GY1Ry7T33Jxa9FcsVJUmw;Song To Self;Travis;223547;415;851;7;-6.632;1;0.0477;0.00973;2.23e-05;0.0899;526;121.327;4
0fFy4Qq2Ei7410eNSzHIGe;Before You Were Young;Travis;198533;523;445;4;-9.106;0;0.0323;0.0768;1.74e-05;163;367;109.994;4
61b0iB6WtSdOLbIwiv5BfK;Stay the Night (Are You Gonna Stay the Night);Double Rainbow;217408;587;714;8;-4.738;1;0.0348;199;0.0;0.0745;581;128.036;4
6mUl5mov9VttwImmHGGUVb;Talk Dirty (To Me);Double Rainbow;177030;859;692;11;-4.948;0;0.26;311;0.0;337;782;100.549;0
4UDdzXQ9N6dWFLqkYo54rP;A Light That Never Comes;Double Rainbow;229024;655;896;7;-4.282;0;0.0603;0.00751;0.000152;0.17;393;114.96;0
3zMSMg5SQvJ8dVGPfYZfMv;Something I Need;Double Rainbow;241325;622;712;7;-5.962;1;0.0296;309;0.0;0.14;379;98.999;10
6rzYHDUDNBPuUmol5xVaEa;Can't Believe It;Double Rainbow;223260;843;0.62;9;-5.604;0;0.0475;321;0.00593;151;868;124.01;3
6Wb1oK9oUo6WVqk4tsQqC4;The Fox (What the Fox Say);Double Rainbow;223016;763;814;11;-4.585;1;0.0649;469;2.34e-05;347;663;128.115;6
1gg5Tzjs8kVwIbXKTunSCm;Let's Get Ridiculous (Oh Baby);Double Rainbow;215664;618;895;1;-3.587;1;0.0453;0.0101;0.0;239;671;128.003;0
2wBWtOnaSZz8VDk8tNsTJg;Treasure (You're My Golden Star);Double Rainbow;178631;808;714;5;-4.671;0;0.0521;0.0367;8.26e-06;196;924;116.04;0
1N2rSejc8eq5b9BNm8E6E9;This Kiss;Double Rainbow;234375;689;861;5;-4.672;1;0.0388;11;0.0;0.0762;937;127.988;0
3oMsyyVGkkMlBKq6ZTMvqg;Live While We're Young;Double Rainbow;200249;669;829;2;-3.561;1;0.0727;0.0634;0.0;0.0582;859;126.071;0
4h2WlN11mfgp9akyCiQ9en;We Can't Stop;Double Rainbow;232548;577;885;4;-3.12;1;0.0614;396;0.0;208;591;80.036;0
2PO9h9BcD9SL2Q5IJAEKOV;Titanium - Fire Away Mix;Double Rainbow;241905;685;0.74;0;-5.196;0;0.0436;0.0371;398;474;0.44;126.045;0
3Fdama9aK8k6kzOqDtlIHE;Don't Stop the Party;Double Rainbow;205994;828;893;1;-3.956;0;162;0.00973;0.0;722;736;127.042;0
59TN3blcv6QZFWXBI6VJjA;Finally Found You;Double Rainbow;225853;578;0.91;4;-4.966;1;45;0.0203;0.0;0.19;607;127.909;0
3EFLAWpndSrMw5Vx9vgO4g;Burn;Double Rainbow;237405;516;796;1;-4.727;1;115;0.0445;0.0;0.1;368;173.038;0
1LC0vCfhjK3NI6QMtbHmdI;Let Her Go (Only Know You Love Her);Double Rainbow;243443;517;543;7;-6.307;1;0.0267;315;0.0;143;355;150.944;0
5gsIJ7aYwWtRIV1d0TBCMM;Dear Darlin' (I Mean Them All);Double Rainbow;206418;522;831;11;-4.594;0;55;0.0129;0.0;186;277;124.061;0
09H6JAwlynobiK61E9fsSn;No One Compares;Double Rainbow;216758;622;765;1;-5.152;1;111;0.0798;0.000176;108;102;137.021;0
5qAG1Yy2FukPNpNbUnntqL;Suit & Tie;Double Rainbow;327999;881;828;7;-4.486;1;166;313;2.46e-06;0.0991;502;102.008;0
3AezE5AFnlsAbUWZaZLqVs;Some Nights (It's for the Best);Double Rainbow;262237;684;711;0;-5.874;1;0.0417;0.0847;5.95e-06;0.45;523;107.949;0
20yl3FIEIVzyxO6FyGaomn;The Nights a Song;Dan Griffith;155172;712;377;11;-15.696;0;0.0354;385;0.000146;278;484;116.141;14
0Bor6HX5BUqjhz8x2fOA6j;Intro;Vicious;51707;695;408;4;-15.587;1;962;852;0.0;367;763;91.108;0
79kTmeeNCgKt08OlJTut53;I Betcha Dat;Vicious;281240;637;634;6;-7.427;0;282;0.0425;0.0;164;383;163.068;5
5AkQQgm6tVHAZD6x6VcRo4;Poison Skit;Vicious;33853;671;507;6;-14.056;0;954;869;0.0;595;776;84.447;0
6iZ2Iq58I2yYA9X8AvKIht;In Da Gutter;Vicious;227880;618;789;7;-7.147;1;322;0.0098;0.0;351;335;171.517;1
3IQkI148zVzc4GDoJOhCBd;What U Know About It;Vicious;327427;737;678;6;-6.142;1;0.16;0.0726;0.0;0.11;551;77.532;4
