album_name,number_of_artists,artist_followers_total,artist_followers_average,artist_popularity,type,release_date,release_precision,restrictions,total_tracks,total_length_min,avg_popularity,max_popularity,number_of_collabs,Max_popularity_collab,Avg_popularity_collab,number_of_markets,US_market,CA_market,BR_market,CN_market,DE_market,ES_market,SA_market,UK_market,RU_market,MX_markets
Racks in the Middle (feat. Roddy Ricch and Hit-Boy),3,11541977,3847325.6666666665,67.0,single,2019-02-15,day,False,1,3,63.0,63,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
God's Son,1,3028179,3028179.0,72.0,album,2002-12-13,day,False,14,51,40.5,62,8,78,4.0,183,True,True,True,False,True,True,True,False,False,True
Hibachi for Lunch,1,7469693,7469693.0,75.0,single,2016-10-28,day,False,6,17,33.83333333333333,36,2,87,43.5,183,True,True,True,False,True,True,True,False,False,True
Light Poles And Pine Trees,1,225999,225999.0,45.0,album,2006-01-01,day,False,15,51,14.2,59,2,74,37.0,3,True,True,False,False,False,False,False,False,False,True
Forever,1,1380401,1380401.0,71.0,album,1999-08-24,day,False,19,64,20.84210526315789,52,26,82,1.2307692307692308,183,True,True,True,False,True,True,True,False,False,True
West Coast Gangsta Sh*t,1,243661,243661.0,47.0,album,2013-06-18,day,False,14,43,16.0,45,14,47,3.357142857142857,183,True,True,True,False,True,True,True,False,False,True
Road To The Riches,2,40622,20311.0,26.5,album,1989-03-14,day,False,11,42,19.181818181818183,40,0,0,0.0,181,True,True,True,False,True,True,True,False,False,True
GTTM: Goin Thru the Motions,1,3570200,3570200.0,70.0,album,2017-01-13,day,False,14,45,45.214285714285715,72,6,81,13.333333333333334,183,True,True,True,False,True,True,True,False,False,True
At Tha Movies,1,6223272,6223272.0,73.0,single,2007-01-01,day,False,6,19,20.833333333333332,36,2,55,24.0,183,True,True,True,False,True,True,True,False,False,True
Soundtrack to the Streets,1,6392,6392.0,25.0,album,1998-11-17,day,False,26,49,4.0769230769230775,17,35,82,0.5714285714285714,183,True,True,True,False,True,True,True,False,False,True
Full Clip: A Decade Of Gang Starr,1,806504,806504.0,61.0,compilation,1999-07-13,day,False,33,106,27.818181818181813,65,17,64,0.5882352941176471,183,True,True,True,False,True,True,True,False,False,True
Golden Grain (Explicit Version),1,50613,50613.0,44.0,album,2002-01-01,day,False,15,57,0.0,0,43,75,1.1395348837209303,0,False,False,False,False,False,False,False,False,False,False
Sut Min Pik EP,1,1801,1801.0,25.0,single,2019-04-03,day,False,7,23,22.142857142857142,40,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Music From The Motion Picture The Sitter,1,1642710,1642710.0,0.0,compilation,2011-12-06,day,False,15,52,7.466666666666665,26,16,71,2.875,183,True,True,True,False,True,True,True,False,False,True
House Of Balloons (Original),1,52224181,52224181.0,93.0,album,2011-03-21,day,False,9,45,58.333333333333336,64,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
I Got Bitches,1,21522,21522.0,45.0,single,2014-07-31,day,False,1,3,64.0,64,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Subzero,1,730183,730183.0,61.0,single,2022-04-07,day,False,1,3,38.0,38,0,0,0.0,182,True,True,True,False,True,True,True,False,False,True
Bite The Bullet,1,3221,3221.0,26.0,album,2019-09-27,day,False,8,19,7.625,27,2,55,20.5,183,True,True,True,False,True,True,True,False,False,True
Why He Told,1,2404588,2404588.0,74.0,single,2020-07-24,day,False,1,3,40.0,40,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
Please Hammer Don't Hurt 'Em,1,536707,536707.0,56.0,album,1990-02-20,day,False,13,54,28.07692307692307,73,0,0,0.0,183,True,True,True,False,True,True,True,False,False,True
0 To 100 / The Catch Up,1,68612899,68612899.0,96.0,single,2013-07-14,day,False,1,4,70.0,70,0,0,0.0,180,True,True,True,False,True,True,True,False,False,True
The Massacre,1,9625768,9625768.0,82.0,album,2005-03-03,day,False,22,67,53.63636363636364,80,9,90,7.0,177,True,True,True,False,True,True,True,False,False,False
Tribe (with J. Cole),2,18767668,9383834.0,74.5,single,2018-08-22,day,False,1,3,0.0,0,0,0,0.0,0,False,False,False,False,False,False,False,False,False,False
Bootlegs And B-Sides,1,6223272,6223272.0,73.0,compilation,1994-11-22,day,False,13,51,26.384615384615387,70,6,55,1.0,183,True,True,True,False,True,True,True,False,False,True
